record_id,tool_name,vendor,product,version,control_domain,control_objective,current_control_id,current_control_name,framework_alignment,deployment_scope,environment,coverage_level,effectiveness_score,operational_status,annual_cost_usd,utilization_percent,license_count,eol_date,notes
TM-0678,MDM,MobileIron,MDM from MobileIron,v3,SOC,"Monitoring, detection, and response control coverage via MDM",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Enterprise-wide,Production,Covered,93.7,Active,231330,73,16809,,
TM-0679,FIM,Tripwire,FIM from Tripwire,v1,SOC,"Monitoring, detection, and response control coverage via FIM",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,BU-specific,On-Prem,Covered,59.9,Active,406864,70,14562,,
TM-0680,SMS Gateway,SMSEagle,SMS Gateway from SMSEagle,v3,SOC,"Monitoring, detection, and response control coverage via SMS Gateway",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,HQ + Branches,Cloud,Missing,43.3,Active,281701,43,3027,,
TM-0681,PAM and PRA,BeyondTrust,PAM and PRA from BeyondTrust,v1,Identity,Identity and privileged access controls for PAM and PRA,PR.AA,Identity and Access Management,NIST-CSF-2.0,HQ + Branches,Cloud,Partial,93.4,Active,270956,73,19067,,
TM-0682,DAM,IBM,DAM from IBM,v3,Data,Data security and application protection with DAM,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,BU-specific,On-Prem,Missing,54.9,Planned,321610,44,21343,,
TM-0683,Patch Management,Ivanti,Patch Management from Ivanti,Latest,Endpoint,Endpoint protection and workload hardening using Patch Management,CIS-10,Malware Defenses,NIST-CSF-2.0,Regional,Hybrid,Covered,46.5,Active,149580,64,3006,,
TM-0684,Password Policy Enforcement,Nfront,Password Policy Enforcement from Nfront,Latest,Identity,Identity and privileged access controls for Password Policy Enforcement,PR.AA,Identity and Access Management,NIST-CSF-2.0,HQ + Branches,Cloud,Missing,70.3,Active,115391,80,3803,,
TM-0685,Digital Risk Protection,Group IB,Digital Risk Protection from Group IB,v3,SOC,"Monitoring, detection, and response control coverage via Digital Risk Protection",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Regional,Cloud,Covered,45.6,Active,208018,91,14691,,
TM-0686,Network Packet Broker,Keysight,Network Packet Broker from Keysight,v1,Network,Network boundary and segmentation controls enabled by Network Packet Broker,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,Regional,On-Prem,Missing,50.5,Active,187158,55,7192,,
TM-0687,Data Privacy,BigID,Data Privacy from BigID,v1,SOC,"Monitoring, detection, and response control coverage via Data Privacy",DE.CM,Security Continuous Monitoring,CIS-v8.1,BU-specific,Production,Partial,44.7,Active,367579,76,11416,,
TM-0688,DLP,Digital Guardian,DLP from Digital Guardian,v3,SOC,"Monitoring, detection, and response control coverage via DLP",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Cloud,Missing,76.3,Planned,222925,81,18389,,
TM-0689,EPP,Symantec,EPP from Symantec,v2,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,NIST-CSF-2.0,Enterprise-wide,Cloud,Covered,38.5,Active,340359,59,10043,,
TM-0690,WAF,Array Networks,WAF from Array Networks,v2,Network,Network boundary and segmentation controls enabled by WAF,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,HQ + Branches,Production,Covered,48.1,Active,292217,75,23866,,
TM-0691,GRC,Whitehats,GRC from Whitehats,v2,Data,Data security and application protection with GRC,PR.DS,Data Security,NIST-CSF-2.0,BU-specific,On-Prem,Partial,81.4,Planned,358585,73,9053,,
TM-0692,DLP,McAfee,DLP from McAfee,v1,SOC,"Monitoring, detection, and response control coverage via DLP",DE.CM,Security Continuous Monitoring,CIS-v8.1,Regional,On-Prem,Covered,59.4,Active,301697,40,10632,,
TM-0693,Password Policy Enforcement,Netwrix,Password Policy Enforcement from Netwrix,v3,Identity,Identity and privileged access controls for Password Policy Enforcement,PR.AA,Identity and Access Management,NIST-CSF-2.0;CIS-v8.1,Regional,On-Prem,Partial,40.9,Active,290560,77,16232,,
TM-0694,SSO,Imprivata,SSO from Imprivata,v2,SOC,"Monitoring, detection, and response control coverage via SSO",DE.CM,Security Continuous Monitoring,CIS-v8.1,Enterprise-wide,Cloud,Partial,40,Under Review,215912,97,17145,,
TM-0695,VPN,Pulse Secure,VPN from Pulse Secure,v3,SOC,"Monitoring, detection, and response control coverage via VPN",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,HQ + Branches,Cloud,Partial,69.7,Planned,276836,67,10395,,
TM-0696,EPP,SentinelOne,EPP from SentinelOne,Latest,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,BU-specific,Cloud,Covered,40.2,Active,137572,76,4587,,
TM-0697,Firewalls,Fortinet,Firewalls from Fortinet,v2,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,CIS-v8.1,Enterprise-wide,Production,Covered,79.4,Active,401916,82,11314,,
TM-0698,FortiAnalyzer,Unknown Vendor,FortiAnalyzer,v3,SOC,"Monitoring, detection, and response control coverage via FortiAnalyzer",DE.CM,Security Continuous Monitoring,CIS-v8.1,Regional,Hybrid,Covered,82.1,Active,379282,41,13415,,
TM-0699,Email Security,Barracuda,Email Security from Barracuda,v1,Email,Email threat prevention and response via Email Security,CIS-9,Email and Web Browser Protections,CIS-v8.1,Enterprise-wide,Production,Covered,65.1,Active,160122,95,15094,,
TM-0700,Firewalls,Fortinet,Firewalls from Fortinet and Palo Alto,Latest,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,CIS-v8.1,BU-specific,On-Prem,Partial,40.5,Active,220063,86,17437,,
TM-0701,Firewalls,Palo Alto,Firewalls from Fortinet and Palo Alto,v2,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,Regional,On-Prem,Partial,75.9,Active,368486,84,4869,,
TM-0702,FortiSIEM and FortiSOAR,Unknown Vendor,FortiSIEM and FortiSOAR,v3,SOC,"Monitoring, detection, and response control coverage via FortiSIEM and FortiSOAR",DE.CM,Security Continuous Monitoring,CIS-v8.1,Regional,On-Prem,Covered,42.3,Planned,341291,63,12187,,
TM-0703,Deep Security and EPP,Trend Micro,Deep Security and EPP from Trend Micro,v1,Endpoint,Endpoint protection and workload hardening using Deep Security and EPP,CIS-10,Malware Defenses,CIS-v8.1,Regional,Hybrid,Covered,87.3,Active,190791,41,21209,,
TM-0704,EPP,Trend Micro,EPP from Trend Micro,Latest,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,CIS-v8.1,HQ + Branches,Cloud,Covered,60.2,Active,285356,93,22638,,
TM-0705,XDR,Trend Micro,XDR from Trend Micro,Latest,SOC,"Monitoring, detection, and response control coverage via XDR",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Enterprise-wide,Production,Covered,54.9,Active,385362,61,11896,,
TM-0706,Enail Security,Proofpoint,Enail Security from Proofpoint,Latest,SOC,"Monitoring, detection, and response control coverage via Enail Security",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,BU-specific,On-Prem,Partial,36.3,Active,184969,56,5894,,
TM-0707,FIM,Netwrix,FIM from Netwrix,v2,SOC,"Monitoring, detection, and response control coverage via FIM",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,BU-specific,On-Prem,Covered,53.5,Under Review,404503,87,16866,,
TM-0708,Firewalls,Palo Alto,Firewalls from Palo Alto,v3,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,CIS-v8.1,Regional,Hybrid,Covered,82.2,Active,199021,47,15191,,
TM-0709,WAF and Email Security,Barracuda,WAF and Email Security from Barracuda,v1,Data,Data security and application protection with WAF and Email Security,PR.DS,Data Security,CIS-v8.1,HQ + Branches,Cloud,Covered,70.1,Planned,214719,51,16961,,
TM-0710,Web Security,Forcepoint,Web Security from Forcepoint,v2,SOC,"Monitoring, detection, and response control coverage via Web Security",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Production,Covered,42.2,Active,290726,65,24842,,
TM-0711,SIEM,Elastic,SIEM from Elastic,v3,SOC,"Monitoring, detection, and response control coverage via SIEM",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,BU-specific,Hybrid,Missing,90,Active,159784,38,23663,,
TM-0712,Security Scoring,Black Kite,Security Scoring from Black Kite,Latest,SOC,"Monitoring, detection, and response control coverage via Security Scoring",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Enterprise-wide,Production,Partial,37.6,Active,310158,89,22785,,
TM-0713,"EPP, Firewalls, and Email Security",Check Point,"EPP, Firewalls, and Email Security from Check Point",v2,Endpoint,"Endpoint protection and workload hardening using EPP, Firewalls, and Email Security",CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,BU-specific,On-Prem,Partial,66.4,Under Review,147339,57,20500,,
TM-0714,PAM,Delinea,PAM from Delinea,v1,Identity,Identity and privileged access controls for PAM,PR.AA,Identity and Access Management,NIST-CSF-2.0,HQ + Branches,On-Prem,Partial,35.4,Under Review,188890,53,4380,,
TM-0715,Adaptive MFA,Okta,Adaptive MFA,v3,Identity,Identity and privileged access governance,PR.AA,Identity and Access Management,CIS-v8.1,HQ + Branches,Cloud,Partial,50.5,Under Review,200283,84,3553,,
TM-0716,Entra ID P2,Microsoft,Entra ID P2,Latest,Identity,Identity and privileged access governance,PR.AA,Identity and Access Management,CIS-v8.1,HQ + Branches,On-Prem,Missing,67.5,Active,284551,62,19281,,
TM-0717,PAM,CyberArk,PAM,v1,Identity,Identity and privileged access governance,PR.AA,Privileged Access Management,NIST-CSF-2.0,BU-specific,Cloud,Covered,83.7,Active,172529,37,23072,,
TM-0718,IdentityIQ,SailPoint,IdentityIQ,v2,Identity,Identity lifecycle and provisioning,CIS-5,Account Management,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Cloud,Covered,90.8,Under Review,270266,80,7924,,
TM-0719,PingFederate,Ping Identity,PingFederate,v3,Identity,Identity lifecycle and provisioning,CIS-5,Access Governance,NIST-CSF-2.0,BU-specific,Hybrid,Partial,63.1,Active,203290,84,16342,,
TM-0720,Falcon Insight XDR,CrowdStrike,Falcon Insight XDR,v3,Endpoint,Endpoint detection and response,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Hybrid,Missing,40.3,Active,204378,80,22011,,
TM-0721,Singularity Complete,SentinelOne,Singularity Complete,v3,Endpoint,Endpoint detection and response,CIS-10,Malware Defenses,NIST-CSF-2.0,Enterprise-wide,Cloud,Partial,82.7,Active,116749,85,14861,,
TM-0722,Defender for Endpoint,Microsoft,Defender for Endpoint,v2,Endpoint,Endpoint protection and hardening,PR.PS,Platform Security,CIS-v8.1,HQ + Branches,Production,Partial,88,Active,232814,42,18943,,
TM-0723,VMDR,Qualys,VMDR,v1,Endpoint,Endpoint vulnerability and patch assurance,CIS-7,Continuous Vulnerability Management,CIS-v8.1,BU-specific,Production,Partial,96.9,Under Review,349338,70,22371,,
TM-0724,Nessus / Tenable.sc,Tenable,Nessus / Tenable.sc,v2,Endpoint,Endpoint vulnerability and patch assurance,CIS-7,Continuous Vulnerability Management,CIS-v8.1,BU-specific,Cloud,Partial,86.3,Active,143873,58,18469,,
TM-0725,NGFW + Panorama,Palo Alto,NGFW + Panorama,v1,Network,Perimeter and east-west threat prevention,CIS-12,Network Infrastructure Management,CIS-v8.1,Regional,Cloud,Partial,44.2,Active,295510,40,10691,,
TM-0726,FortiGate + FortiManager,Fortinet,FortiGate + FortiManager,v2,Network,Perimeter and east-west threat prevention,CIS-12,Network Infrastructure Management,CIS-v8.1,Regional,On-Prem,Covered,77.6,Active,345608,84,21815,,
TM-0727,Quantum Security Gateway,Check Point,Quantum Security Gateway,Latest,Network,Perimeter and east-west threat prevention,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,On-Prem,Partial,94.7,Under Review,297170,45,12703,,
TM-0728,ZIA + ZPA,Zscaler,ZIA + ZPA,Latest,Network,Secure access service edge and zero trust,PR.AC,Access Control,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Hybrid,Missing,67.3,Active,391814,63,931,,
TM-0729,SSE,Netskope,SSE,v2,Network,Secure access service edge and zero trust,PR.AC,Access Control,NIST-CSF-2.0;CIS-v8.1,BU-specific,Production,Partial,60.7,Active,349971,37,3934,,
TM-0730,Enterprise Security,Splunk,Enterprise Security,v3,SOC,Centralized security monitoring and detection,DE.CM,Security Continuous Monitoring,CIS-v8.1,BU-specific,Cloud,Covered,36.8,Active,354164,61,23428,,
TM-0731,QRadar SIEM,IBM,QRadar SIEM,v3,SOC,Centralized security monitoring and detection,DE.CM,Security Continuous Monitoring,CIS-v8.1,Regional,Hybrid,Partial,65.8,Active,229713,89,10509,,
TM-0732,Sentinel,Microsoft,Sentinel,v3,SOC,Centralized security monitoring and detection,DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Cloud,Partial,64.9,Under Review,303232,83,12678,,
TM-0733,Cortex XSOAR,Palo Alto,Cortex XSOAR,Latest,SOC,Automated incident orchestration and response,RS.RP,Incident Response,CIS-v8.1,HQ + Branches,Hybrid,Missing,55.5,Under Review,320047,60,5912,,
TM-0734,SOAR Platform,Swimlane,SOAR Platform,Latest,SOC,Automated incident orchestration and response,RS.RP,Incident Response,CIS-v8.1,Enterprise-wide,On-Prem,Partial,75.7,Under Review,332261,71,19928,,
TM-0735,Purview DLP,Microsoft,Purview DLP,v3,Data,Data classification and loss prevention,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Production,Covered,74,Active,133958,70,4832,,
TM-0736,DLP,Symantec,DLP,Latest,Data,Data classification and loss prevention,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Production,Partial,68.5,Planned,192590,47,20762,,
TM-0737,DAM + Data Security Fabric,Imperva,DAM + Data Security Fabric,Latest,Data,Database and structured data protection,PR.DS,Data Security,NIST-CSF-2.0,BU-specific,On-Prem,Partial,66,Planned,209748,46,718,,
TM-0738,Advanced WAF,F5,Advanced WAF,v3,Data,Web and API application protection,PR.DS,Application Security,CIS-v8.1,BU-specific,Production,Covered,41.3,Active,158025,51,2349,,
TM-0739,WAF + API Shield,Cloudflare,WAF + API Shield,v3,Data,Web and API application protection,PR.DS,Application Security,CIS-v8.1,Regional,Production,Partial,55.5,Active,135444,59,8082,,
TM-0740,CNAPP,Wiz,CNAPP,Latest,Cloud,Cloud security posture and workload security,CIS-4,Secure Configuration,CIS-v8.1,BU-specific,On-Prem,Missing,91.7,Active,213803,72,6003,,
TM-0741,Prisma Cloud,Prisma,Prisma Cloud,Latest,Cloud,Cloud security posture and workload security,CIS-4,Secure Configuration,NIST-CSF-2.0,BU-specific,Production,Covered,69.8,Active,148903,74,22853,,
TM-0742,Cloud Security Platform,Orca,Cloud Security Platform,v1,Cloud,Cloud security posture and workload security,CIS-4,Secure Configuration,CIS-v8.1,Enterprise-wide,Hybrid,Partial,76,Active,315019,63,21175,,
TM-0743,Cloud Permissions Firewall,Sonrai,Cloud Permissions Firewall,v2,Cloud,Cloud identity and entitlement governance,CIS-5,Account Management,NIST-CSF-2.0,BU-specific,Hybrid,Partial,68.9,Active,420739,63,144,,
TM-0744,CNAPP + Runtime,Aqua,CNAPP + Runtime,Latest,Cloud,Kubernetes and container runtime protection,PR.PS,Platform Security,NIST-CSF-2.0;CIS-v8.1,BU-specific,Hybrid,Covered,93.8,Active,324143,87,9578,,
TM-0745,Email Protection,Proofpoint,Email Protection,v3,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0;CIS-v8.1,Regional,Cloud,Covered,81.6,Active,91377,59,3179,,
TM-0746,Email Security Cloud,Mimecast,Email Security Cloud,v2,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0;CIS-v8.1,BU-specific,On-Prem,Covered,66.8,Under Review,161955,94,15923,,
TM-0747,Defender for Office 365,Microsoft,Defender for Office 365,Latest,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,CIS-v8.1,Regional,Cloud,Covered,64,Active,56920,78,16203,,
TM-0748,Email Protection,Barracuda,Email Protection,v1,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Production,Missing,77.4,Active,163327,79,19090,,
TM-0749,PRA,BeyondTrust,PRA from BeyondTrust,v1,Identity,Identity and privileged access controls for PRA,PR.AA,Identity and Access Management,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Production,Missing,86.4,Active,117615,96,9484,,
TM-0750,EPP,McAfee,EPP from McAfee,v3,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,CIS-v8.1,Regional,Production,Covered,58.3,Active,112265,81,18989,,
TM-0751,SIEM,QRadar,SIEM from QRadar,v3,SOC,"Monitoring, detection, and response control coverage via SIEM",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Enterprise-wide,Cloud,Partial,48.9,Planned,406646,37,12381,,
TM-0752,Threat Intelligence Platform,Anomali,Threat Intelligence Platform from Anomali,v2,SOC,"Monitoring, detection, and response control coverage via Threat Intelligence Platform",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Regional,On-Prem,Covered,52.5,Active,178756,47,18501,,
TM-0753,Digital Risk Protection,CTM360,Digital Risk Protection from CTM360,v2,SOC,"Monitoring, detection, and response control coverage via Digital Risk Protection",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Regional,Production,Covered,93.8,Under Review,381966,80,6945,,
TM-0754,DAM,Imperva,DAM from Imperva,v1,Data,Data security and application protection with DAM,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,BU-specific,On-Prem,Covered,61.9,Active,291607,88,8156,,
TM-0755,EPP,Carbon Black,EPP from Carbon Black,Latest,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,CIS-v8.1,Enterprise-wide,On-Prem,Partial,67.6,Active,284535,37,22969,,
TM-0756,Sandboxing,OPSWAT,Sandboxing from OPSWAT,Latest,SOC,"Monitoring, detection, and response control coverage via Sandboxing",DE.CM,Security Continuous Monitoring,CIS-v8.1,Enterprise-wide,On-Prem,Covered,40.2,Active,137256,81,24455,,
TM-0757,Cybersecurity awareness training,OutThink,Cybersecurity awareness training from OutThink,Latest,SOC,"Monitoring, detection, and response control coverage via Cybersecurity awareness training",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Regional,Hybrid,Covered,54.6,Active,157663,65,20224,,
TM-0758,Email security,Proofpoint,Email security from Proofpoint,v3,Email,Email threat prevention and response via Email security,CIS-9,Email and Web Browser Protections,CIS-v8.1,Regional,Production,Partial,95.4,Under Review,154417,67,6010,,
